10.14567746,1.00E+99,1.00E+99,8.646738698,7.44625623,1.00E+99,1.00E+99,6.655351829,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,5,1.00E+99,3,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,3,1.00E+99,1.00E+99,1.00E+99,1.00E+99,4,1.00E+99,1.00E+99,3,1.00E+99,4,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99
11,1.00E+99,1.00E+99,8,7,10,6,6,1.00E+99,4,1.00E+99,1.00E+99,3.500154113,1.00E+99,1.00E+99,1.00E+99,3,3,1.00E+99,4,3,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,4,1.00E+99,3.500154113,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,3,4,1.00E+99,1.00E+99,1.00E+99,1.00E+99,5.250465732,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,4,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99
11.86170729,1.00E+99,1.00E+99,1.00E+99,8.862947248,1.00E+99,1.00E+99,1.00E+99,5,5,5.333243408,3.807354922,4.500154113,1.00E+99,5,4,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,7,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,3,1.00E+99,1.00E+99,1.00E+99,5,1.00E+99,4,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99
11.999,10,1.00E+99,11,6.40599236,1.00E+99,4,1.00E+99,4,1.00E+99,1.00E+99,2,1.00E+99,5,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,4.04580369,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,4,2,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,5.227850409,1.00E+99,2.415037499,1.00E+99,1.00E+99,1.00E+99,2.415037499,3.415037499,1.00E+99,1.00E+99,1.00E+99,3.192645078,5.076375389,3,4.415037499,3.444260521,1.00E+99,1.00E+99,4,4,3.20753504,5.415037499,1.00E+99,1.00E+99,1.00E+99,2.415037499,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99
10,1.00E+99,1.00E+99,9,7.584962501,1.00E+99,7,8,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,4,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99
11.999,1.00E+99,1.00E+99,9,1.00E+99,1.00E+99,6,6.510961919,5,5,5.333243408,4.584962501,4.500154113,1.00E+99,5,4,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,7,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,3,4,1.00E+99,1.00E+99,5,1.00E+99,4,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99
10.79181407,1.00E+99,1.00E+99,8.501439145,7.498250868,1.00E+99,6.070389328,6.201633861,5,5,1.00E+99,3.321928095,4.500154113,5,5,3,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,3,1.00E+99,1.00E+99,7,1.00E+99,4,1.00E+99,1.00E+99,1.00E+99,3,4,1.00E+99,1.00E+99,5,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99
11.79311556,1.00E+99,1.00E+99,9,1.00E+99,1.00E+99,6.510961919,6.201633861,5,5,1.00E+99,3,4.500154113,5,5,3,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,3,1.00E+99,1.00E+99,7,1.00E+99,4,1.00E+99,1.00E+99,1.00E+99,3,1.00E+99,1.00E+99,1.00E+99,5,1.00E+99,4,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99
10,1.00E+99,1.00E+99,8,7,1.00E+99,5.263034406,6.201633861,5,5,4.333243408,1.00E+99,4.500154113,5,5,3,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,3,1.00E+99,1.00E+99,7,1.00E+99,4,1.00E+99,1.00E+99,1.00E+99,3,4,1.00E+99,1.00E+99,5,1.00E+99,4,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99
9.044394119,1.00E+99,1.00E+99,8.292781749,6.510961919,1.00E+99,1.00E+99,5.807354922,5,5,4.333243408,1.00E+99,4.500154113,1.00E+99,5,3,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,3,1.00E+99,1.00E+99,7,1.00E+99,4,1.00E+99,4.500154113,3,3,4,1.00E+99,1.00E+99,1.00E+99,1.00E+99,4,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99
11.49984589,1.00E+99,1.00E+99,1.00E+99,7.797012978,1.00E+99,1.00E+99,7.153805336,5,5,1.00E+99,1.00E+99,4.500154113,5,5,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,7,1.00E+99,4,1.00E+99,4.500154113,1.00E+99,3,4,1.00E+99,1.00E+99,5,1.00E+99,4,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99
11.49984589,1.00E+99,1.00E+99,9.499845887,8,1.00E+99,7.292781749,7.121015401,5,1.00E+99,1.00E+99,3.807354922,4.500154113,5,5,3,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,3,1.00E+99,1.00E+99,7,1.00E+99,4,1.00E+99,1.00E+99,1.00E+99,3,4,1.00E+99,1.00E+99,5,1.00E+99,4,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99
1.00E+99,11.999,1.00E+99,1.00E+99,11,1.00E+99,9,1.00E+99,4,1.00E+99,1.00E+99,1.00E+99,1.00E+99,5,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,4.04580369,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,4,2,1.00E+99,1.00E+99,1.00E+99,3,2,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,5.227850409,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,2.415037499,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99,1.00E+99
