,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
0,10.14567746,6.5,5.0,8.646738698,7.44625623,5.0,5.666711867,6.655351829,5.0,4.0,4.833243408,4.1609640475,3.500154113,5.0,5.0,3.0,3.0,3.0,11.4150375,4.0,3.0,3.0,4.04580369,11.499500000000001,7.0,6.192645078,4.0,10.999500000000001,3.500154113,3.0,5.0,4.0,3.5,5.833243408,5.0,5.4236226535,5.850219859,2.0,7.0,4.57487356,3.0,8.76752645,10.323165514,5.227850409,8.9655227815,6.915037499,6.918607426,7.442344845,9.114271935,8.017090736,7.0760015445,9.5,7.0,7.9506990805,9.353609124,7.576375389000001,11.111128404999999,5.415037499,8.6317802365,9.0,8.301442204499999,7.9752925285,6.792781749,7.20753504,7.2075187495,11.058326390000001,4.415037499,10.4150375,6.5760015445,5.0,10.884460375,10.92951412,10.853277055,7.868482795,10.586869671,4.333420916,9.584962501,5.285438022,6.9150374995
1,11.0,6.5,10.5,8.0,7.0,10.0,6.0,6.0,5.0,4.0,4.833243408,3.1609640475000003,3.500154113,5.0,5.0,3.0,3.0,3.0,11.4150375,4.0,3.0,3.0,4.04580369,11.499500000000001,7.0,6.192645078,4.0,10.999500000000001,3.500154113,5.168141694,5.166353967,4.0,3.668141694,4.4942074555,5.0,4.666353967,6.666353967,2.0,6.0,9.0844625005,3.0,4.0,10.040413018999999,7.227850409,11.00015411,3.8187149600000003,5.250465732,9.4423448475,6.596322539,3.8187149600000003,3.104293311,9.749922945,5.321928095,9.950699081,2.692645078,4.576375389,3.0,6.915037499,3.444260521,4.2924812505,8.301442204499999,4.0,4.0,5.20753504,5.915037499,10.76102171,4.415037499,10.4150375,2.415037499,8.749922945,8.546729366,9.096135823,11.04788766,9.1463908745,10.951742049,10.77420161,10.2924812505,9.118816316,7.416557489000001
2,11.86170729,10.999500000000001,5.0,8.5,8.862947248,7.5,7.5,6.7554809595,5.0,5.0,5.333243408,3.807354922,4.500154113,5.0,5.0,4.0,3.0,3.0,11.4150375,4.0,3.0,3.0,4.04580369,11.0,7.0,6.192645078,4.0,10.5,4.500154113,3.5,3.0,4.0,2.0,3.333243408,5.0,2.0,4.0,2.0,3.5,7.0849625005,5.0,4.0,10.1050545275,5.227850409,9.749279545,5.222392421,8.250465732,9.4423448475,9.5,7.81871496,4.604293311,9.749922945,8.321928095,9.950699081,6.757286586499999,5.7078925915,10.31939895,4.415037499,9.988902996,9.0,8.301442204499999,5.774218312,6.792781749,7.20753504,5.415037499,11.058326390000001,4.415037499,10.4150375,2.415037499,5.0,10.884460375,10.92951412,10.853277055,7.868482795,10.586869671,4.333420916,9.584962501,5.285438022,6.9150374995
3,11.999,10.0,7.0,11.0,6.40599236,10.5,4.0,6.6777195984999995,4.0,5.0,4.833243408,2.0,4.500154113,5.0,5.0,3.0,5.5,3.0,11.4150375,5.5,5.5,3.0,4.04580369,11.499500000000001,7.0,6.192645078,4.0,11.499500000000001,4.000154113,5.2554809595,6.5,4.0,2.0,5.0887243675,5.0,5.249125434,6.7507195725,4.5,6.2499229435,7.5,7.2499229435,7.5,9.339120139,5.227850409,9.000154113,2.415037499,6.750465732,8.9423448475,4.692645078,2.415037499,3.415037499,8.5,4.0,7.853813209,3.192645078,5.076375389,3.0,4.415037499,3.444260521,4.5,7.261780978,4.0,4.0,3.20753504,5.415037499,8.4515888605,9.9150374995,11.20701875,2.415037499,6.5,9.046729368,9.596135821499999,8.499925450500001,9.318714960000001,8.452242048999999,10.77420161,9.7924812505,11.618816315,8.1859536485
4,10.0,6.5,5.0,9.0,7.584962501,7.5,7.0,8.0,5.0,5.0,4.833243408,3.5646415085000003,4.500154113,5.0,5.0,3.0,6.0,5.5,11.4150375,6.5,7.0,3.0,5.04580369,11.0,7.0,6.192645078,4.0,10.0,4.000154113,3.0,3.0,4.0,2.0,3.333243408,5.0,6.5,4.0,2.0,11.499500000000001,9.448120213,3.0,5.5,7.9123662925,5.227850409,11.080109795,4.046554702,5.250465732,9.890965060500001,8.991857458,2.415037499,3.415037499,9.5,7.333378295999999,9.353813209,3.192645078,5.076375389,3.0,4.415037499,3.444260521,9.0,8.54901604,4.0,4.0,3.20753504,7.2075187495,11.058326390000001,7.415037499,10.4150375,6.5760015445,4.761780978,10.884460375,10.92951412,10.853277055,7.868482795,10.586869671,4.333420916,9.584962501,5.285438022,6.9150374995
5,11.999,10.999500000000001,5.0,9.0,8.329980113,7.5,6.0,6.510961919,5.0,5.0,5.333243408,4.584962501,4.500154113,5.0,5.0,4.0,3.0,3.0,11.4150375,4.0,3.0,3.0,4.04580369,11.0,7.0,6.192645078,4.0,10.5,4.000154113,3.0,3.0,4.0,2.0,3.8332434080000004,5.0,3.0,4.0,2.0,4.0,6.5849625005,4.0,4.0,10.2901569285,5.227850409,9.500154113,8.403677460499999,6.750465732,9.4423448475,9.88880379,8.403677460499999,6.104293311,9.749922945,8.7459265475,9.950699081,7.3536091255,5.7078925915,10.31939895,6.915037499,9.988902996,10.249922945,8.301442204499999,4.1892558115,6.792781749,7.20753504,5.415037499,9.765493483,4.415037499,8.999500000000001,2.415037499,5.0,8.586738383,10.92951412,10.853277055,7.868482795,10.586869671,4.333420916,9.584962501,5.285438022,6.9150374995
6,10.79181407,6.5,5.0,8.501439145,7.498250868,7.5,6.070389328,6.201633861,5.0,5.0,4.333243408,3.321928095,4.500154113,5.0,5.0,3.0,3.0,3.0,11.4150375,4.0,3.0,3.0,4.04580369,11.499500000000001,7.0,6.192645078,4.0,11.499500000000001,4.500154113,3.0,3.0,4.0,2.5,4.333243408,5.0,4.2554809595,4.0,2.0,7.0,5.897207933,3.0,4.76802645,9.205932887500001,7.227850409,9.9655227815,6.8898049655,6.918607426,8.9423448475,9.114271935,8.017090736,7.0760015445,10.749922945,7.7924812505,9.950699081,8.853609124,6.576375389000001,11.111128404999999,6.915037499,8.6317802365,9.0,8.301442204499999,5.8666771705,6.792781749,7.20753504,5.415037499,11.058326390000001,4.415037499,10.4150375,2.415037499,5.0,10.884460375,10.92951412,10.853277055,7.868482795,10.586869671,4.333420916,9.584962501,5.285438022,6.9150374995
7,11.79311556,10.999500000000001,5.0,9.0,7.6476319230000005,7.5,6.510961919,6.201633861,5.0,5.0,5.333243408,3.0,4.500154113,5.0,5.0,3.0,3.0,3.0,11.4150375,4.0,3.0,3.0,4.04580369,11.499500000000001,7.0,6.192645078,4.0,11.499500000000001,4.000154113,3.0,3.0,4.0,2.0,3.333243408,5.0,2.0,4.0,2.0,2.0,6.639224729,4.0,4.0,10.474384610000001,5.227850409,10.0001541115,8.403677460499999,6.750465732,9.4423448475,9.92685528,6.722392421,4.507970772,10.749922945,8.0646415085,9.950699081,7.3536091255,5.7078925915,11.111128404999999,6.915037499,9.988902996,10.249922945,8.301442204499999,4.1892558115,6.792781749,7.20753504,5.915037499,9.765493483,4.415037499,8.999500000000001,2.415037499,5.0,8.586738383,10.92951412,10.853277055,7.868482795,10.586869671,4.333420916,9.584962501,5.285438022,6.9150374995
8,10.0,6.5,5.0,8.0,7.0,7.5,5.263034406,6.201633861,5.0,5.0,4.333243408,3.1609640475000003,4.500154113,5.0,5.0,3.0,3.0,3.0,11.4150375,4.0,3.0,3.0,4.04580369,11.499500000000001,7.0,6.192645078,4.0,11.499500000000001,4.500154113,3.0,3.0,4.0,2.0,3.8332434080000004,5.0,3.0,4.0,2.0,4.0,6.5849625005,4.0,4.0,10.2901569285,7.227850409,9.500154113,8.403677460499999,6.750465732,9.4423448475,9.88880379,8.403677460499999,6.104293311,10.749922945,8.7459265475,9.950699081,7.3536091255,5.7078925915,11.111128404999999,6.915037499,9.988902996,9.0,8.301442204499999,4.1892558115,6.792781749,7.20753504,5.915037499,11.058326390000001,4.415037499,10.4150375,2.415037499,6.668141694,10.884460375,10.92951412,10.853277055,7.868482795,10.586869671,4.333420916,9.584962501,5.285438022,6.9150374995
9,9.044394119,6.5,5.0,8.292781749,6.510961919,7.5,5.666711867,5.807354922,5.0,5.0,4.333243408,4.1609640475,4.500154113,5.0,5.0,3.0,3.0,3.0,11.4150375,4.0,3.0,3.0,4.04580369,11.499500000000001,7.0,6.192645078,4.0,10.5,4.500154113,3.0,3.0,4.0,2.0,3.8332434080000004,5.0,3.0,4.0,2.0,4.0,6.5849625005,4.0,4.0,10.2901569285,7.227850409,9.500154113,8.403677460499999,6.750465732,9.4423448475,9.88880379,8.403677460499999,6.104293311,10.749922945,8.7459265475,9.950699081,7.3536091255,5.7078925915,11.111128404999999,6.915037499,9.988902996,9.0,8.301442204499999,4.1892558115,6.792781749,7.20753504,5.915037499,11.058326390000001,4.415037499,10.4150375,2.415037499,6.668141694,10.884460375,10.92951412,10.853277055,7.868482795,10.586869671,4.333420916,9.584962501,5.285438022,6.9150374995
